"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-18","12.75",,"0.00",,"0.0","0.0","40","42","30",,"  320","  310",,"30.0","36.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-19","3.80",,"0.00",,"0.0","0.0","34","44","25",,"  220","  200",,"10.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-20","5.82",,"0.56",,"0.0","0.0","36","59","28",,"  130","  130",,"21.9","30.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-21","10.51",,"1.16",,"0.0","0.0","58","65","53",,"  180","  190",,"29.1","40.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-22","17.45",,"0.09",,"0.0","0.0","48","55","41",,"  280","  280",,"29.1","40.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-23","7.61",,"0.00",,"0.0","0.0","41","45","37",,"  310","  300",,"21.0","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-24","9.62",,"0.02",,"0.0","0.0","41","45","36",,"  280","  280",,"23.9","30.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-25","8.50",,"0.00",,"0.0","0.0","37","42","30",,"  310","  330",,"15.0","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-26","7.16",,"0.00",,"0.0","0.0","37","45","29",,"  240","  250",,"15.0","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-27","5.82",,"0.00",,"0.0","0.0","38","48","30",,"  120","  130",,"14.1","18.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-28","9.40",,"1.67",,"0.0","0.0","49","60","41",,"  180","  180",,"19.9","28.0","    1","    1",,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-29","12.08",,"0.00",,"0.0","0.0","50","53","39",,"  320","  320",,"28.0","32.0","    1","    1",,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-30","4.47",,"0.00",,"0.0","0.0","40","45","34",,"  230","  250",,"12.1","16.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2018-12-31","4.03",,"0.67",,"0.0","0.0","38","50","32",,"  100","  130",,"12.1","15.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-01","15.66",,"0.09",,"0.0","0.0","53","61","43",,"  300","  310",,"28.0","38.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-02","6.04",,"0.00",,"0.0","0.0","42","43","37",,"  140","  140",,"12.1","15.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-03","9.62",,"0.00",,"0.0","0.0","42","46","34",,"  320","  310",,"23.0","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-04","6.04",,"0.04",,"0.0","0.0","38","45","31",,"  240","  220",,"14.1","21.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-05","10.29",,"0.53",,"0.0","0.0","44","47","40",,"  310","  350",,"18.1","23.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-06","13.87",,"0.00",,"0.0","0.0","45","52","35",,"  330","  320",,"30.0","38.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-07","6.71",,"0.02",,"0.0","0.0","33","35","28",,"  350","  350",,"16.1","21.9",,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-08","3.80",,"0.24",,"0.0","0.0","37","46","33",,"  290","  290",,"25.9","36.9","    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-09","18.12",,"0.01",,"0.0","0.0","44","47","34",,"  290","  280",,"33.1","44.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-10","19.01",,"0.00",,"0.0","0.0","35","39","30",,"  320","  330",,"31.1","42.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-11","13.42",,"0.00",,"0.0","0.0","30","34","26",,"  330","  330",,"29.1","33.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-12","4.70",,"0.05",,"0.3","0.0","28","35","22",,"  360","  350",,"12.1","14.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-13","10.07",,"0.07",,"1.1","1.2","29","30","27",,"   40","   40",,"18.1","25.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-14","9.62",,"0.00",,"0.0","0.0","28","35","21",,"   10","  350",,"17.0","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-15","6.71",,"0.00",,"0.0","0.0","30","38","23",,"  340","  350",,"14.1","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-16","9.84",,"0.00",,"0.0","0.0","32","39","25",,"  300","  290",,"18.1","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-17","6.71",,"0.01",,"0.1","0.0","33","35","26",,"  350","  360",,"13.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-18","4.92",,"0.05",,"0.9","1.2","32","38","29",,"  250","   90",,"13.0","16.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-19","6.71",,"0.61",,"0.0","0.0","35","39","32",,"   80","   70",,"15.0","21.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-20","17.00",,"0.75",,"0.0","0.0","38","50","17",,"  310","  320",,"36.0","46.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-21","21.92",,"0.00",,"0.0","0.0","16","19","10",,"  320","  320",,"33.1","42.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-22","7.38",,"0.00",,"0.0","0.0","20","32","13",,"  320","  330",,"18.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-23","8.05",,"0.01",,"0.0","0.0","34","53","28",,"  180","  180",,"17.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-24","17.00",,"1.27",,"0.0","0.0","53","60","34",,"  280","  290",,"29.1","38.0","    1","    1",,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-25","12.53",,"0.00",,"0.0","0.0","36","40","26",,"  260","  270",,"29.1","36.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-26","2.91",,"0.00",,"0.0","0.0","29","37","22",,"  350","  350",,"10.1","15.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-27","8.05",,"0.00",,"0.0","0.0","36","48","26",,"  220","  220",,"23.0","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-28","7.61",,"0.00",,"0.0","0.0","33","37","24",,"  350","   10",,"16.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-29","7.16",,"0.16",,"0.0","0.0","32","43","23",,"  330","  320",,"23.0","29.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-30","15.88",,"0.01",,"0.2","0.0","27","35","7",,"  250","  260",,"38.0","52.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-01-31","10.96",,"0.00",,"0.0","0.0","11","18","5",,"  270","  260",,"21.0","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-01","5.82",,"0.06",,"0.9","0.0","15","18","12",,"  280","  320",,"12.1","19.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-02","8.50",,"0.00",,"0.0","1.2","19","31","11",,"  230","  230",,"17.0","19.9","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-03","1.79",,"0.00",,"0.0","0.0","33","51","22",,"  200","  220",,"8.9","10.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-04","2.24",,"0.00",,"0.0","0.0","40","60","27",,"  260","  210",,"10.1","19.9","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-05","4.47",,"0.00",,"0.0","0.0","47","67","32",,"  290","  290",,"16.1","21.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-06","6.71",,"0.30",,"0.0","0.0","47","54","35",,"  100","  100",,"14.1","18.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-07","6.93",,"0.06",,"0.0","0.0","44","48","41",,"  110","   10",,"13.0","17.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-08","12.53",,"0.04",,"0.0","0.0","44","55","33",,"  280","  290",,"38.0","48.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-09","14.76",,"0.00",,"0.0","0.0","31","34","25",,"  300","  310",,"29.1","36.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-10","6.71",,"0.09",,"0.5","0.0","29","37","22",,"  230","  210",,"14.1","23.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-11","4.92",,"0.26",,"2.3","2.0","32","34","29",,"   50","   40",,"13.0","16.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-12","10.74",,"1.00",,"0.1","2.0","33","38","30",,"   90","   90",,"21.9","28.0","    1",,,,,"    1",,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-13","15.88",,"0.03",,"0.0","0.0","39","43","35",,"  260","  260",,"32.0","40.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-14","10.29",,"0.00",,"0.0","0.0","39","49","32",,"  240","  280",,"19.9","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-15","12.30",,"0.00",,"0.0","0.0","50","62","43",,"  220","  300",,"23.0","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-16","12.30",,"0.00",,"0.0","0.0","45","50","32",,"  320","  340",,"23.0","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-17","6.93",,"0.21",,"0.0","0.0","33","38","26",,"  130","  130",,"19.9","23.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-18","13.87",,"0.15",,"0.0","0.0","38","45","32",,"  290","  280",,"33.1","42.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-19","10.51",,"0.00",,"0.0","0.0","32","39","26",,"  330","  330",,"18.1","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-20","6.71",,"0.65",,"2.8","0.0","31","34","26",,"  350","  360",,"14.1","17.0","    1","    1",,,,"    1",,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-21","10.29",,"0.01",,"0.0","2.0","39","52","34",,"  290","  290",,"25.1","32.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-22","7.83",,"0.00",,"0.0","0.0","45","47","37",,"  350","  350",,"14.1","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-23","6.71",,"0.03",,"0.0","0.0","39","42","34",,"   70","   20",,"12.1","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-24","13.87",,"0.38",,"0.0","0.0","42","50","38",,"  260","  280",,"36.9","50.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-25","23.04",,"0.00",,"0.0","0.0","42","44","34",,"  280","  260",,"38.9","53.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-26","12.75",,"0.00",,"0.0","0.0","35","42","29",,"  280","  280",,"23.0","32.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-27","7.61",,"0.00",,"0.0","0.0","32","39","25",,"   40","   40",,"15.0","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-02-28","8.50",,"0.00",,"0.0","0.0","35","40","31",,"  360","  350",,"21.0","29.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-01","8.95",,"0.39",,"3.0","3.1","32","35","28",,"   40","   40",,"16.1","21.9","    1","    1",,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-02","10.29",,"0.31",,"0.0","0.0","36","40","33",,"   30","   40",,"19.9","25.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-03","6.71",,"0.90",,"1.0","0.0","39","44","32",,"   20","   10",,"15.0","21.9","    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-04","14.09",,"0.09",,"0.0","0.0","35","37","27",,"  310","  310",,"23.0","31.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-05","9.17",,"0.00",,"0.0","0.0","28","34","21",,"  310","  310",,"29.1","38.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-06","16.11",,"0.00",,"0.0","0.0","25","28","20",,"  270","  270",,"25.9","34.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-07","10.51",,"0.00",,"0.0","0.0","27","37","19",,"  260","  260",,"23.0","31.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-08","3.13",,"0.00",,"0.0","0.0","33","41","24",,"  190","  180",,"15.0","18.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-09","5.37",,"0.00",,"0.0","0.0","39","50","34",,"  230","  230",,"16.1","19.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-10","7.61",,"0.89",,"0.0","0.0","43","50","38",,"  100","  100",,"21.0","25.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-11","14.32",,"0.00",,"0.0","0.0","48","56","42",,"  280","  280",,"25.9","31.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-12","12.08",,"0.00",,"0.0","0.0","43","47","35",,"  330","  310",,"28.0","38.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-13","4.70",,"0.00",,"0.0","0.0","41","52","29",,"  230","  220",,"14.1","18.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-14","8.72",,"0.00",,"0.0","0.0","50","68","38",,"  180","  180",,"18.1","25.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-15","16.55",,"0.03",,"0.0","0.0","64","77","56",,"  290","  290",,"32.0","38.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-16","19.01",,"0.00",,"0.0","0.0","52","56","38",,"  280","  270",,"30.0","38.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-17","10.51",,"0.00",,"0.0","0.0","40","46","32",,"  270","  290",,"19.9","27.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-18","7.61",,"0.00",,"0.0","0.0","40","48","33",,"  310","  300",,"18.1","23.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-19","6.71",,"0.00",,"0.0","0.0","42","50","34",,"  230","  310",,"13.0","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-20","6.49",,"0.00",,"0.0","0.0","43","54","31",,"  140","  160",,"14.1","19.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-21","13.42",,"0.74",,"0.0","0.0","47","51","43",,"   40","   50",,"23.9","33.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-22","21.70",,"0.27",,"0.0","0.0","46","52","39",,"  300","  310",,"33.1","45.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-23","16.11",,"0.00",,"0.0","0.0","43","52","36",,"  280","  270",,"29.1","40.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-24","10.29",,"0.00",,"0.0","0.0","48","62","34",,"  230","  220",,"19.9","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-25","7.83",,"0.14",,"0.0","0.0","52","59","41",,"   20","  360",,"16.1","25.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-26","12.75",,"0.00",,"0.0","0.0","42","49","33",,"   10","   30",,"21.9","29.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-27","6.71",,"0.00",,"0.0","0.0","42","53","31",,"  190","  190",,"18.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-28","6.71",,"0.00",,"0.0","0.0","43","59","30",,"  230","  230",,"17.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-29","5.59",,"0.00",,"0.0","0.0","53","63","48",,"  240","  230",,"13.0","15.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-30","10.51",,"0.00",,"0.0","0.0","61","75","50",,"  180","  190",,"23.9","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-03-31","17.00",,"0.09",,"0.0","0.0","58","62","36",,"  300","  300",,"29.1","38.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-01","12.97",,"0.00",,"0.0","0.0","40","48","32",,"  310","  310",,"31.1","36.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-02","7.38",,"0.00",,"0.0","0.0","43","53","32",,"   70","  110",,"17.0","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-03","15.43",,"0.00",,"0.0","0.0","51","68","39",,"  260","  270",,"36.0","45.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-04","8.72",,"0.00",,"0.0","0.0","56","64","46",,"  260","  280",,"19.9","29.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-05","10.96",,"0.10",,"0.0","0.0","47","52","41",,"   80","   70",,"19.9","23.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-06","4.92",,"0.00",,"0.0","0.0","50","67","42",,"  230","  340",,"8.9","17.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-07","7.38",,"0.01",,"0.0","0.0","59","71","46",,"  190","  190",,"16.1","21.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-08","10.29",,"0.14",,"0.0","0.0","65","82","54",,"  260","  260",,"28.0","33.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-09","9.62",,"0.02",,"0.0","0.0","67","73","55",,"  330","  330",,"29.1","36.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-10","10.74",,"0.00",,"0.0","0.0","58","64","47",,"  300","  320",,"21.9","29.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-11","9.84",,"0.00",,"0.0","0.0","50","58","43",,"   70","   40",,"16.1","21.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-12","10.51",,"0.23",,"0.0","0.0","57","75","48",,"  170","  180",,"21.9","29.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-13","8.05",,"0.05",,"0.0","0.0","66","76","61",,"  190","  210",,"15.0","19.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-14","8.28",,"0.01",,"0.0","0.0","66","74","59",,"  180","  160",,"23.0","31.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-15","18.57",,"0.65",,"0.0","0.0","62","71","46",,"  250","  240",,"52.1","64.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-16","12.97",,"0.00",,"0.0","0.0","53","67","43",,"  290","  250",,"23.0","40.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-17","9.17",,"0.00",,"0.0","0.0","57","63","51",,"   70","   70",,"16.1","21.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-18","11.41",,"0.00",,"0.0","0.0","63","81","52",,"  220","  220",,"19.9","28.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-19","14.32",,"0.42",,"0.0","0.0","70","78","65",,"  180","  180",,"23.0","34.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-20","13.42",,"0.56",,"0.0","0.0","68","72","58",,"  170","  180",,"25.9","35.1","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-21","5.82",,"0.00",,"0.0","0.0","61","70","53",,"  250","  200",,"14.1","17.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-22","11.18",,"0.01",,"0.0","0.0","62","69","56",,"  340","  320",,"21.9","30.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-23","8.05",,"0.00",,"0.0","0.0","67","79","54",,"  230","  220",,"15.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-24","10.29",,"0.00",,"0.0","0.0","68","73","60",,"  310","  320",,"23.0","28.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-25","6.93",,"0.00",,"0.0","0.0","63","67","55",,"   90","   30",,"15.0","19.9",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-26","10.07",,"0.78",,"0.0","0.0","60","71","53",,"  270","  280",,"36.0","47.0","    1",,"    1",,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-27","19.24",,"0.00",,"0.0","0.0","59","68","50",,"  270","  290",,"38.9","51.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-28","8.05",,"0.00",,"0.0","0.0","59","68","46",,"  340","  340",,"25.9","35.1",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-29","7.83",,"0.04",,"0.0","0.0","52","64","41",,"  150","  150",,"18.1","23.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-04-30","7.16",,"0.00",,"0.0","0.0","59","76","50",,"   90","   90",,"21.0","27.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-05-01","8.72",,"0.00",,"0.0","0.0","58","61","53",,"  100","  100",,"15.0","19.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-05-02","6.04",,"0.00",,"0.0","0.0","63","83","53",,"   70","   80",,"17.0","21.0","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-05-03","7.38",,"0.00",,"0.0","0.0","59","69","52",,"   80","   20",,"16.1","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-05-04","5.82",,"0.00",,"0.0","0.0","63","75","57",,"  120","   20",,"12.1","14.1","    1",,,,,,"    1",
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-05-05","11.86",,"1.06",,"0.0","0.0","60","63","53",,"   30","   40",,"21.9","28.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-05-06","7.16",,"0.00",,"0.0","0.0","61","73","54",,"   30","  200",,"16.1","23.0",,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-05-07","5.82",,"0.14",,"0.0","0.0","62","77","53",,"  180","  180",,"13.0","17.0","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-05-08","7.16",,"0.46",,"0.0","0.0","64","70","58",,"   40","   30",,"15.0","19.9","    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","2019-05-09","9.62",,"0.02",,"0.0","0.0","60","66","57",,"  100","  100",,"16.1","21.9","    1",,,,,,,
